title,body,url
,"
Deportistas como el boxeador Julio César Chávez, los clavadistas olímpicos María José Alcalá y Fernando Platas, el beisbolista Iván Terrazas y “los perros” del gimnasio callejero “Las Barras de las Praderas” del Estado de México, desearon pronta recuperación al presidente Andrés Manuel López Obrador, quien desde hace una semana padece Covid-19.
Las muestras de apoyo las dio a conocer la esposa del presidente, Beatriz Gutiérrez Müller a través de una historia en su cuenta de Instagram.
Los primeros en aparecer son los integrantes de Barras de las Praderas. “quiero mandar un saludo y un mensaje de solidaridad a nuestro señor presidente Andrés Manuel López Obrador, que se recupere pronto, que le deseamos la mejor de las recuperaciones porque los mexicanos lo necesitamos”, expresó Paul Villafuerte.
 

“Las Barras de las Praderas”, el beisbolista Iván Terrazas y el boxeador Hernán “Tyson” Márquez desearon una pronta recuperación al presidente @lopezobrador_, quien padece Covid-19 pic.twitter.com/QnRBQTOGyL
 — El Universal (@El_Universal_Mx) January 31, 2021

Los perros agradecieron el apoyo presidencial para instalar su gimnasio con su reconocida frase “Sin miedo al éxito… tiene que regresar y reventarla con todo”.
Lea también: El gran ausente durante el contagio de AMLO
“El César del Boxeo mexicano” Julio César Chávez también confió en la pronta recuperación del mandatario del coronavirus. “Primeramente Dios todo va a estar bien, cuídense mucho, que Dios lo bendiga, va a salir bien”, señala el sinaloense levantado el pulgar derecho.
El beisbolista Moisés Gutiérrez, de Los Generales de Durango, le mando un saludo y deseó la pronta recuperación “para que siga bateando más de 300”.
La medallista olímpica María José Alcalá le mandó un abrazo y pidió por su pronta recuperación porque “México lo necesita”.
Lea también: Reaparece AMLO “para que no haya rumores”
El pelotero Iván Terrazas, de los Diablos Rojos de México, le envió las mejores de las vibras, mucho animo al Mandatario: “Esto va a estar bien, acuérdese que esto es “inning” por “inning” y “out” por “out”.
 

""México lo necesita"": este fue el mensaje que deportistas como el boxeador Julio César Chávez, los clavadistas María José Alcalá y Fernando Platas y el beisbolista Iván Terrazas enviaron al presidente @lopezobrador_ para que se recupere del coronavirus pic.twitter.com/FIEgoOQp7Z
 — El Universal (@El_Universal_Mx) January 31, 2021

 
",https://www.eluniversal.com.mx/nacion/estrellas-del-deporte-desean-pronta-recuperacion-del-covid-amlo
"Nos queda un coraje, frustración: Nancy Núñez cuenta fraude en compra de tanques de oxígeno","

Ante el aumento de contagios en la Ciudad de México, Nancy Núñez Reséndiz y sus compañeros de trabajo se dieron a la tarea de conseguir cilindros con oxígeno para prestarlos a enfermos de Covid de la comunidad.

La concejal en la alcaldía Azcapotzalco, Núñez Reséndiz, y sus compañeros buscaron distintos proveedores y no encontraron uno que les vendiera más de dos tanques de oxígeno, que están en sobredemanda.

La desesperación por encontrar los llevó a recurrir a Facebook, donde revisaron distintos perfiles. “En los de la Ciudad de México hablamos, pero ya no había ni en Facebook ni en páginas, no había quién te lo vendiera en la ciudad”, comenta a EL UNIVERSAL.
 También lee: ""Ahora entiendo por qué mueren muchos"": sufren en Chilpancingo falta de oxígeno para tanques

Relata que encontraron un perfil que ofrecía más de dos cilindros de oxígeno, que decía que se ubicaba en Nayarit, desde donde supuestamente hacía envíos a través de una línea de autotransporte, que llegaba a la Terminal del Norte.

Tras generarse confianza, hablaron con la intención de adquirir dos tanques, con un costo de 7 mil pesos cada uno.
 También lee: Llevan ""oxígeno sobre ruedas"" a bajo costo a enfermos de Covid-19 en Guadalajara

“El perfil decía que estaban en Nayarit y que nos enviaban los tanques por servicio de Primera Plus. Nos mandaron foto de la credencial de elector de una mujer que coincidía con el perfil de Facebook, la fotografía, el nombre, todo coincidía, hablamos con una mujer (...) Nos dijo que ellos mandaban cada tercer día a la ciudad, a la Terminal del Norte, los tanques que les pedían y que el costo del envío era de 100 pesos”, contó.

Entonces decidieron depositar 7 mil pesos por los tanques, pero todo resultó ser un fraude, lamenta Núñez. Los delincuentes les aseguraron que llegarían a la terminal a las 8:50, pero nunca aparecieron y el perfil jamás contestó: “Nos queda un coraje, frustración; saber que nos timaron en un momento en el que hay mucha necesidad”.
 También lee: Así operan los fraudes con tanques de oxígeno en redes sociales
",https://www.eluniversal.com.mx/nacion/nos-queda-un-coraje-frustracion-nancy-nunez-cuenta-fraude-en-compra-de-tanques-de-oxigeno
,"

Al menos 2 mil 300 sitios y perfiles en internet relacionados con ventas fraudulentas de vacunas anti-Covid, pruebas PCR, oxígeno e insumos médicos han sido desactivados por la Guardia Nacional durante la pandemia por coronavirus, próxima a cumplir el año desde que llegó a México.

Del total, 200 eran páginas que ofrecían de manera engañosa oxígeno, que durante enero incrementó su demanda, principalmente en San Luis Potosí, Michoacán, Estado de México, Ciudad de México y Durango.

El titular de la Dirección Científica de la Guardia Nacional (GN), Oliver González Barrales, anunció que la corporación reforzó las acciones preventivas y operativas para contener y neutralizar a los ciberdelincuentes, que obtienen en promedio 140 mil pesos por estafa concretada.
 También lee: Por alta demanda, costo de tanques de oxígeno hasta se triplica

“En este periodo de la pandemia llevamos alrededor de 70 millones de visualizaciones de contenido difundido en redes sociales vinculado al tema de la pandemia. Alrededor de 2 mil 300 sitios web desactivados en lo que va de la pandemia ligados a actividades fraudulentas como venta de pruebas Covid, oxígeno, vacunas e insumos médicos”, reveló González Barrales.
 El titular de la Dirección Científica de la GN, Oliver González, dijo que la corporación reforzó las acciones para contener a los ciberdelincuentes.
  

El comisario aseguró, en entrevista con EL UNIVERSAL, que durante la emergencia sanitaria la Guardia Nacional ha evitado que 420 millones de pesos fueran a parar a manos de la ciberdelincuencia, a través de la desactivación de páginas y perfiles creados para cometer fraudes de distinto tipo.

“Estamos hablando de que tan sólo en este tramo que estamos viviendo [es decir, la pandemia], la Guardia evitó que 420 millones de pesos fueran a parar manos de la delincuencia. Estamos hablando de todos los tipos de fraude, incluyendo los que están relacionados con la pandemia”, dijo.

El mando de la GN señaló que a partir de enero de este año activaron el alertamiento por los fraudes en la venta de tanques de oxígeno, debido a la demanda por el incremento de casos de coronavirus en el país.
 También lee: Unidad Cibernética alerta de fraudes online en venta de tanques de oxígeno en Sonora

“Afortunadamente más de 60% de los casos de robo de cilindros de oxígeno medicinal han sido atendidos y se ha puesto en manos de la justicia a los delincuentes. Desde luego, para nosotros como Guardia Nacional es una alerta porque evidentemente el oxígeno medicinal es muy importante ahorita en tiempos de pandemia, existe una demanda importante”, comentó.

González Barrales explicó que están llevando a cabo acciones de ciberpatrullaje en la red pública de internet, utilizando distintas técnicas de búsqueda de información en fuentes abiertas para identificar palabras clave vinculadas a actividades ilícitas.

“Tan sólo en 2020, que acaba de concluir, atendimos más de 20 mil llamadas de reportes ciudadanos vinculados con el tema de la cibercriminalidad; desde luego tienen que ver con temas de fraude de distintas variantes, con temas en la seguridad en la información, con temas que afectan a las personas como acoso, extorsión, difamación, publicación de contenido íntimo de las personas”, reveló.
 También lee: Ciberdelincuencia y home office

Una estrategia tipo SEO
 

Respecto al modus operandi de los ciberdelincuentes, el titular de la Dirección Científica de la Guardia Nacional refirió que los delincuentes utilizan la información de la pandemia que les es atractiva a los ciudadanos, como los cilindros de oxígeno, para cometer delitos.

“El ciberdelincuente siempre va a utilizar el contexto que se esté viviendo en cualquier país donde pretenda llevar a cabo alguna actividad maliciosa, va a utilizar esa información que le es atractiva a la ciudadanía para llevar a cabo sus operaciones.

“Utilizan la información relacionada con la pandemia, específicamente las noticias que circulan por internet respecto a la escasez de oxígeno, usa esa información sabiendo que el ciudadano tiene la necesidad de contar con oxígeno”, expuso.
 También lee: Los servicios más utilizados por los empleados son los más atacados por hackers

González Barrales recomendó a la ciudadanía mantenerse alerta en lo que observa en internet para no caer en las estafas que llevan a cabo los ciberdelincuentes.

“Hay que estar atentos de las noticias falsas, porque muchas veces las noticias falsas son el enganche para atraer la atención del ciudadano y, posteriormente, conseguir la información, luego llevarlos a otros sitios relacionados a ventas fraudulentas o robo de datos personales, incluido la distribución del propio código malicioso, que pudiera afectar sus equipos de cómputo”, puntualizó el comandante.
 También lee: Scam Spotter te ayuda a identificar fraudes online
",https://www.eluniversal.com.mx/nacion/aprovechan-pandemia-para-hacer-estafas-por-internet
Pleito de vacunas en UE golpea a Irlanda del Norte,"

Londres/Bruselas.— Luego de que la Unión Europea (UE) amenazara con activar un mecanismo para el control de exportaciones de vacunas anti-Covid desarrolladas por farmacéuticas en territorio europeo para asegurar las dosis comprometidas, y que no se aplicara a Irlanda del Norte, surgió el debate sobre la frontera irlandesa. La falta de las dosis prometidas por AstraZeneca elevó la tensión entre la UE y la compañía esta semana.

The Guardian recordó que el protocolo Brexit que afecta a Irlanda del Norte fue diseñado para detener la necesidad de una frontera física dentro de Irlanda. El artículo 16 del protocolo puede utilizarse para invalidar el acuerdo en determinadas circunstancias. La UE provocó el descontento de las autoridades británicas e irlandesas cuando decidió el viernes incluir la provincia británica de Irlanda del Norte, donde rige un régimen especial desde el Brexit, en su mecanismo de control de las exportaciones de vacunas contra el Covid-19 fuera de su territorio. Después tuvo que hacer marcha atrás.

La ministra principal norirlandesa, Arlene Foster, instó a reemplazar el acuerdo sobre Irlanda del Norte concluido en el marco del Brexit, por considerarlo “inaplicable”, después de la controversia con la UE sobre la exportación de vacunas contra el Covid-19. “El protocolo es inaceptable (...) y tiene que ser reemplazado, porque si no habrá auténticas dificultades aquí en Irlanda del Norte”, declaró Foster, del partido unionista DUP, en la BBC.
 También lee: Alemania amenaza con demandar a laboratorios por retrasos en entrega de vacunas

Se entiende que los conservadores de alto rango buscarán reunirse con el ministro de la Oficina del Gabinete, Michael Gove, para transmitir sus preocupaciones. La exsecretaria de Irlanda del Norte Theresa Villiers dijo, en un extracto a The Guardian: “Es vital que el gobierno aproveche esta oportunidad para hablar con bastante dureza con la UE sobre cómo está funcionando el protocolo de Irlanda del Norte”.

Gove precisó ayer que buscaba “restablecer” las relaciones con la UE sobre Irlanda del Norte. También declaró que si bien el suministro de vacunas de Reino Unido no se vería afectado, el gobierno buscaría ayudar a otros países europeos, si estuviera en condiciones de hacerlo.

El compromiso finalmente acordado entre la Comisión Europea (CE) y Dublín eximió a los fabricantes del biológico a solicitar autorización para las dosis que cruzan la frontera con Irlanda del Norte, evitando las afirmaciones de erigir una frontera de vacunas en Irlanda. En cambio, el gobierno irlandés deberá informar sobre la cantidad de dosis distribuidas a Irlanda del Norte en una señal de que la comisión sigue preocupada de que pueda ser una ruta secreta para el movimiento de dosis al resto de Reino Unido.

RU espera que vacunas se distribuyan

El gobierno británico indicó el sábado que obtuvo garantías de que su abastecimiento de vacunas contra el coronavirus no se verá afectado, tras varias disensiones con la UE sobre las restricciones impuestas a la exportación de esos medicamentos. “Recibimos garantías de que (...) las provisiones que hemos pagado serán entregadas”, declaró Gove.

“Esperamos que se cumplirán los contratos cerrados con los laboratorios Pfizer y AstraZeneca”, y que “se seguirán suministrando las vacunas al Reino Unido”, afirmó. “Confiamos en que podremos continuar con nuestro programa de vacunación exactamente según lo previsto”, dijo. En Twitter, el ministro británico de Relaciones Exteriores también afirmó que la UE le había “asegurado” que “no tiene intención de bloquear” los suministros.
 También lee: AstraZeneca advierte que entregará menos vacunas a Europa de lo inicialmente previsto

Ante los retrasos sufridos en la entrega de vacunas de AstraZeneca, este dispositivo de control habría permitido a la UE derogar excepcionalmente, para las vacunas, el protocolo destinado a evitar el restablecimiento de una frontera y controles aduaneros entre Irlanda, miembro del bloque, e Irlanda del Norte. El objetivo es preservar la paz en la isla.

El establecimiento de control de exportación de vacunas de la UE también fue criticado por la Organización Mundial de la Salud (OMS). Mariangela Simao, subdirectora, dijo que era una “tendencia preocupante”. Durante la semana, el director General de la OMS, Tedros Adhanom Ghebreyesus, recalcó que el “nacionalismo de las vacunas” sólo serviría para prolongar la crisis por Covid. También en Europa, Alemania amenazó con demandar a laboratorios por retrasos en la entrega de las vacunas.

Buscarán unirse a acuerdo de libre comercio transpacífico

Por la noche se informó que Reino Unido solicitará su adhesión al Tratado Integral y Progresista de Asociación Transpacífico (CPTPP, por sus siglas en inglés). La ministra de Comercio Internacional, Liz Truss, pedirá oficialmente el lunes la adhesión de Reino Unido a este tratado de libre comercio, que agrupa a 11 países de la zona del Pacífico, como Chile, México, Perú, Australia, Canadá, Japón y Vietnam.
",https://www.eluniversal.com.mx/mundo/pleito-de-vacunas-en-ue-golpea-irlanda-del-norte
Tamales de almendra con la receta de Yuri de Gortari,"

Tamales de almendra

Ingredientes

Para la masa:
250 gr de mantequilla
250 gr de azúcar
300 gr de harina de maíz
250 gr de harina de arroz
2 cucharaditas de polvo para hornear
1 taza de leche
200 gr de almendras previamente remojadas, peladas y picadas finamente.
Totomoxtle (hoja de maíz secas)
Leer más: ¿Cuánta manteca necesita un kilo de masa para tamales?

Para la crema pastelera
½ litro de leche
1 raja de canela
1 taza de azúcar
5 yemas de huevo
2 cucharadas de harina de trigo
 

Procedimientos

Para la masa:
Acremar la mantequilla hasta que esté suave y esponjosa, integrar el azúcar con la mantequilla. Cuando tenga textura de pomada, incorporar la harina de maiz para tamal y el polvo para hornear. Poco a poco humectar con la leche y revolver con los demás ingredientes para que se integren. En este punto, la textura de la masa empezará a estar suave y esponjosa, eso es señal de que la preparación está agarrando cuerpo.
Luego agregar harina de arroz y seguir revolviendo; si es necesario agregar leche poco a poco, esto va a depender de la humedad de la masa, por lo que se recomienda ir sintiendo la preparación, es decir si la masa está seca o no. Una vez que todo esté perfectamente integrado se añade almendras previamente peladas, remojadas y cortadas en láminas muy finas.Cuando la almendra esté incorporada es tiempo de armar y rellenar los tamales.
Leer más: La tamaliza también será virtual

Para la crema pastelera:
En una olla hervir la leche con el azúcar y la canela a fuego medio. En un bowl pequeño batir las yemas con un poco de la leche de la olla para ir temperando la mezcla. Cuando rompa el hervor, agregar las yemas a la olla y mover constantemente con ayuda de un batidor globo para evitar grumos. De golpe, incorporar la harina y seguir batiendo hasta que tenga una consitencia cremosa y uniforme. 

Para armar los tamales: 
En una hoja de tamal verter una cucharada de masa no muy grande, ya que el tamal es dulce con un sabor muy sutil. En el centro de la masa poner una cucharada de crema pastelera y cerrar la hoja de tal manera que las hojas abracen y protejan la masa.
Con los tamales listos cocer en una vaporera durante una hora y 15 minutos o en olla express durante media hora. 
*Si quieres aprender sobre cocina mexicana visita hagamospais.mx, hay cursos y diplomados en línea. 
",https://www.eluniversal.com.mx/menu/como-preparar-tamales-de-almendra-al-estilo-de-yuri-de-gortari
,"
En un Guardianes 2021 de bajo nivel y pocos goles, los Pumas y Atlas se atrevieron a jugar el peor partido en cuatro jornadas del torneo.
Un empate a cero goles, de pocas llegadas y una que otra atracción para los televidentes. Fue un cotejo entre la base de jóvenes felinos y el último lugar de la tabla.
Un punto que sabe muy poco a los del Pedregal, porque era aprovechar y llevarse los tres, pero los de Andrés Lillini no sacaron ventaja ante los sotaneros de la Liga MX.
El proyecto juvenil de los Pumas, que hoy mandó a ocho canteranos al césped, le falta mucho tiempo por explotar.
De los primeros tiempos más intrascendentes, de muy bajo nivel en lo que va del certamen. Aunque el estadio Olímpico Universitario hubiera estado lleno, se escucharía el mismo silencio que hoy, por las ceros emociones que dieron felinos y rojinegros.
Lee también: Pumas confirma la llegada de Gabriel Torres
A lo mucho, un choque entre Carlos Gutiérrez y Milton Caraglio fue lo más llamativo, seguido por un remate de cabeza de Renato Ibarra que pasó por un lado del poste derecho de Alfredo Talavera.
La parte complementaria fue mejor, no por mucho, pero el encuentro estuvo abierto y con llegadas de ambos lados. Ninguno concretó una jugada y el resultado quedó en el empate a cero goles.
La base de canteranos auriazules, ocho sobre la cancha del Olímpico Universitario, no pudo ante el Atlas, que se presentó en la Ciudad de México con cero puntos y cero goles en el Guardianes 2021. Lo positivo para los Pumas fue que mantuvieron su racha de 11 meses sin perder en casa.
La próxima semana, los felinos visitan al Monterrey y el Atlas recibe al Santos.
 ",https://www.eluniversal.com.mx/universal-deportes/futbol/liga-mx-pumas-vs-atlas-en-vivo-jornada-4-del-clausura-2021
Covid en México,"

 
",https://www.eluniversal.com.mx/nacion/sociedad/casos-de-covid-en-mexico-al-30-de-julio
"Después de Chester Cheetos, desaparecen a “Tigre Toño”, “Melvin” y “Sam” de cajas de cereal","
Para adelantarse a las próximas disposiciones de la nueva norma de etiquetado, en los empaques de cereal y pastelitos para niños se eliminaron los personajes que identificaban a cada producto.
En las cajas ya no se observa al elefante Melvin, al tucán Sam, al tigre Toño, el Rey Carlos V, ni al Gansito, entre otros personajes que comenzaron a desaparecer de manera paulatina, ya que las empresas no podrán incluir personajes, animales, dibujos animados, deportistas, actores en sus empaques en todos aquellos alimentos y bebidas pre envasados destinados al público infantil, a partir de abril próximo.
Si bien en los pasillos de los supermercados de cereales y pan de dulce y pastelillos muestran una menor cantidad de personajes ligados al público infantil en los empaques aun faltan muchos otros productos, como son jugos de fruta, leches de sabores, así como dulces, de acuerdo con un recorrido hecho por EL UNIVERSAL.
Sin embargo, los fabricantes de alimentos y bebidas pre envasadas para niños tienen todavía dos meses para cumplir con la nueva normatividad de productos dirigidos al público infantil.
La nueva norma de etiquetado que entró en vigor el primero de octubre de 2020, incluye disposiciones para eliminar esas figuras de los empaques en aquellos productos que puedan inducir el consumo infantil y que contengan altos contenidos de azúcar, sodio, grasas y grasas saturadas.
También lee: Revelan a incumplidos con el nuevo etiquetado
Cómo también lo son las frituras y botanas que en algunos empaques ya iniciaron con la eliminación de personajes como Chester Cheetos.
Esto es parte de la Norma Oficial Mexicana NOM-051-SCFI/SSA-2010 especificaciones generales de etiquetado para alimentos y bebidas no alcohólicas preenvasados que emitieron las secretarías de Salud y de Economía y que debe supervisar su cumplimiento la Profeco.
Esta disposición aplica a los productos que tengan un sello o más de alerta sobre exceso de azúcares, grasas, sodio, calorías y grasas saturadas.

kl/ed
",https://www.eluniversal.com.mx/cartera/nuevo-etiquetado-desaparecen-tigre-tono-melvin-y-sam-de-cajas-de-cereal
Ataque armado en fiesta infantil deja 2 adultos muertos y 2 niñas lesionadas en Uruapan,"
Uruapan, Michoacán.- Un grupo de sujetos armados irrumpieron la noche de ayer a una fiesta infantil en la ciudad de Uruapan y dispararon a los asistentes; el resultado fue de dos adultos muertos y dos niñas lesionadas.
Las autoridades locales informaron que el hecho criminal se registró al interior de una vivienda ubicada sobre la calle Nogal de la colonia La Cedrera.
Los reportes indican que varios sujetos ingresaron al domicilio particular donde se realizaba una fiesta infantil y dispararon contra los asistentes.
En el lugar quedaron cuatro personas lesionadas, entre ellos dos niñas y dos adultos, quienes fueron trasladados a un hospital de la región.
Las menores se reportan graves y los adultos murieron mientras recibían atención médica en el centro médico de esa ciudad localizada a 110 kilómetros de Morelia.
Uruapan, después de Morelia, es el segundo municipio de Michoacán con más homicidios dolosos.
También es el municipio de esta entidad donde más ataques a familias, viviendas, comercios, restaurantes, bares y plazas comerciales, se perpetran.
También lee: Michoacán rebasa cifras del 2020 en materia de homicidios dolosos

rdmd 
",https://www.eluniversal.com.mx/estados/ataque-armado-en-fiesta-infantil-deja-2-adultos-muertos-y-2-ninas-lesionadas-en-uruapan
“Queremos libertad”: protestas anti-Covid se extienden en Europa,"
Las protestas por las medidas anti-Covid se extienden en Europa, con manifestaciones en Austria, Bélgica y Hungría.
La manifestación más grande se registró en la capital austríaca, donde unas 5 mil personas, incluyendo neonazis, protestaron por las restricciones impuestas por las autoridades. El sábado, otra manifestación reunió a 10 mil personas, muchas de ellas sin cubrebocas. 
En Bruselas, la policía arrestó a unas 350 personas por su participación en actos contra las restricciones.
Hubo concentraciones en los alrededores de las tres grandes estaciones de tren de Bruselas (norte, central y midi), así como en la zona del Atomium. 
Las fuerzas de seguridad habían preparado un gran despliegue en los puntos donde sabían que podían darse cita los manifestantes.
A la entrada de la estación central de Bruselas se produjo la mayor concentración, en la que, con la ayuda de altavoces, los participantes corearon consignas en contra del confinamiento y pidieron ""libertad"", informó la agencia Belga.
La policía retiró a los presentes distintos tipos de objetos que podían haber sido utilizados como proyectiles.
Entre las personas que asistieron a los actos había muchos hinchas de los cinco club de futbol del país, de la región de Valonia y Flandes, según Belga.
Foto: AP
En Budapest, la policía dispersó una manifestación de empleados de hoteles y restaurantes. 
Los organizadores de la manifestación exhortaron a los dueños de restaurantes a abrir sus establecimientos el lunes, violando las normas que piden a esos locales prestar servicio sólo para llevar o para entrega a domicilio.
“Ya hemos agotado todos los recursos disponibles así que ahora lo único que queda es que los restaurantes abran y participen en la desobediencia civil”, expresó uno de los organizadores, Aron Ecsenyi.
El jueves, las restricciones fueron extendidas hasta el 1 de marzo y muchos dueños de negocios denuncian que no han recibido la asistencia financiera prometida por el gobierno, a pesar de que los centros comerciales y las tiendas minoristas sí tienen permitido seguir abiertas.
Con información de Agencias
agv
",https://www.eluniversal.com.mx/mundo/coronavirus-queremos-libertad-protestas-anti-covid-se-extienden-en-europa
